Energy Consumption (kWh),Raw Materials Used (tons),CO2 Emissions (tons),CH4 Emissions (tons),N2O Emissions (tons),Particulate Matter (kg),Flow Rate (m³/s),Temperature (°C),Pressure (Pa),Gas Sensor Readings (ppm),Emission Factor,Carbon Intensity (kg CO2/ton of steel),CO2 Capture (tons),Carbon Credits (tons)
72466,632,1134.638009,74,2,11,13,1435,89678,1117.95835,2.237691708,2178,73,827.7104075
59550,460,1237.076773,20,1,16,9,1415,89978,1138.839145,2.468239266,1339,100,892.6614185
103062,672,1328.868634,54,4,18,8,1507,88900,1386.138008,2.097552564,2020,94,992.0949076
85394,618,1955.044069,35,4,31,6,1576,85870,1726.182433,2.077273139,1939,57,1510.035255
110031,685,1417.344387,20,3,39,7,1464,101683,1709.775717,2.078325953,1488,121,1067.87551
111550,648,1245.287001,69,1,14,13,1462,87269,1318.129519,1.959374589,1528,94,904.2296007
148794,471,759.9597829,33,3,26,7,1451,94125,928.1806137,2.298355891,2071,51,551.9678264
59487,692,2062.030859,26,2,12,12,1472,89328,2248.147485,2.329182522,1299,79,1582.624687
105084,597,1502.300561,42,1,18,5,1459,103609,1266.3151,2.487711695,2230,116,1150.840449
125809,479,827.5041115,54,2,17,9,1500,101457,627.0079825,2.355608596,2394,94,582.0032892
80931,536,1041.270887,48,3,18,6,1416,92455,993.1523568,2.423949714,2486,75,756.0167096
135291,612,2140.432144,41,1,33,8,1594,102753,2668.595016,2.351065693,1571,66,1660.345715
129220,506,1574.701072,35,2,26,6,1437,102839,1871.47538,2.357636406,1743,87,1201.760857
142284,606,1333.041817,48,2,33,7,1428,96008,1564.192222,2.072438752,1924,116,984.4334534
61366,551,1424.395423,25,3,17,9,1430,103649,1473.312163,2.57270782,1696,106,1062.516339
81863,532,1240.642257,37,1,30,6,1586,92709,989.3125673,2.31103269,2282,82,915.5138057
78329,565,888.6202089,48,2,23,13,1453,104232,673.2076028,2.269709218,1534,143,643.8961671
113818,579,1770.207977,44,4,31,12,1501,102097,2069.924338,2.47777337,1229,128,1352.166381
105123,520,1525.665558,64,1,25,9,1580,92465,1279.570071,2.136764839,2483,121,1160.532446
142061,573,1327.987452,75,1,27,5,1425,90436,1046.916953,1.877001997,2360,143,988.3899619
91371,467,1490.567926,21,4,26,9,1540,92927,1646.895663,1.992082059,1515,113,1138.454341
108766,586,1505.714219,63,1,33,8,1584,85815,1130.169753,2.446473353,1659,72,1114.571375
110325,537,875.5338639,51,1,16,13,1418,103159,980.9558504,2.385451507,1933,61,605.4270911
90241,637,1285.983614,55,4,29,6,1510,95419,1088.155432,1.893751027,2406,57,952.786891
51676,417,1010.618545,51,3,24,11,1426,94370,920.367497,1.855722179,1446,122,747.4948362
55282,475,810.7767768,60,2,36,6,1412,90276,677.6868529,2.297524955,2252,121,589.6214214
76222,550,1453.189312,39,4,37,7,1451,104298,1654.563638,2.5509186,1378,87,1104.55145
111303,507,882.7561159,74,1,16,7,1497,92790,876.0351221,1.939936547,1477,82,655.2048928
63376,552,1049.361037,56,2,11,14,1591,99309,874.0284626,2.239217728,2499,97,781.4888294
115129,436,1433.553753,61,2,36,12,1585,95690,1102.783644,2.449573955,2351,146,1050.843002
59431,545,1907.295503,57,2,11,6,1418,91505,2371.444973,2.22295412,1506,94,1460.836402
83370,525,1365.266011,52,3,16,5,1482,89572,1511.600261,2.080901124,2296,124,1042.212809
51937,684,1873.679299,71,1,28,10,1402,86167,2042.2659,2.432458488,1572,72,1428.943439
140041,507,1569.095183,24,1,15,10,1466,93448,1571.2989,2.416980759,1925,92,1156.276146
74601,685,1981.21111,25,2,39,5,1425,98941,1916.808022,2.464388314,1633,74,1498.968888
144791,639,1191.692244,41,2,37,9,1405,87435,1368.041579,2.556081505,2285,64,865.3537953
51067,501,1163.994868,40,3,21,13,1540,103132,1354.07966,1.920504891,2267,59,881.1958941
128937,619,1590.97425,38,3,24,14,1426,87674,1241.835914,2.072624652,2060,69,1174.7794
63472,406,901.0861376,62,2,22,14,1504,87451,1063.020504,2.588789851,1722,65,624.8689101
105015,615,1139.110589,34,1,16,9,1487,97754,1288.077963,2.275629004,1893,148,822.288471
83147,568,1688.224759,53,4,16,11,1409,95355,1676.586778,2.336103949,1894,147,1287.579807
141396,473,897.6086992,66,3,24,10,1415,94004,886.9829922,2.507276204,1260,134,629.0869594
104654,692,1398.512525,26,1,35,14,1422,100416,1632.621326,2.352835282,1682,106,1021.81002
111808,426,883.1147121,36,3,13,8,1446,99611,1012.73915,2.346586911,2403,95,613.4917697
102334,676,1232.72552,63,1,12,6,1411,93689,1010.093348,1.883602393,1221,50,905.1804157
135667,442,1414.003635,63,2,10,14,1555,103936,1448.784897,2.20547274,1714,74,1058.202908
55196,492,1338.846458,24,3,16,9,1476,93343,1653.045223,2.338554747,1950,105,983.0771662
109600,470,1489.663242,71,4,18,14,1417,104667,1665.042649,2.445833391,1915,95,1105.730594
137052,668,1661.622363,58,2,10,13,1457,102509,2054.578012,2.130590477,2221,108,1247.29789
137960,508,1289.876049,21,3,14,7,1529,91526,1467.877314,1.898828043,2032,111,952.900839
129417,580,1584.727771,46,2,24,7,1573,86397,1604.268606,2.0926605,1957,127,1192.782217
80593,614,1376.4892,64,4,13,11,1544,104196,1448.687891,2.143788281,1882,110,1009.19136
115059,513,1278.995281,43,3,19,14,1486,85280,1412.914645,2.400807166,2057,132,930.196225
120795,584,1514.796871,60,3,11,6,1463,97752,1688.109858,1.815824721,2193,57,1148.837497
140386,524,1785.312473,66,3,32,12,1486,92760,2006.297381,2.108638258,1772,90,1367.249978
94401,504,1645.971397,47,1,16,11,1592,94668,2000.068683,2.158306893,1872,64,1223.777118
81593,636,1118.400718,77,1,38,12,1453,101656,1011.685675,2.240092477,1423,93,842.7205744
60461,540,854.5850641,66,3,33,14,1570,92624,995.3662215,2.575999595,1736,131,627.6680513
143220,692,1979.582189,20,2,28,10,1477,92506,2048.552518,2.39248165,1505,50,1513.665751
85690,557,890.3073146,72,2,15,9,1582,85520,1061.83823,1.977943409,1502,146,636.2458517
145360,673,1090.732533,71,3,24,8,1413,86726,1162.22664,2.306929848,1833,114,813.5860267
118923,516,938.3598255,40,4,29,12,1571,90228,1142.522867,2.076902441,1777,83,691.6878604
71826,461,1015.773938,76,4,21,6,1437,92287,977.1915608,2.449131659,2492,53,727.6191502
64553,423,1002.506711,47,4,20,10,1585,94667,801.650879,1.936855781,1214,130,736.0053685
103165,459,1165.289036,22,1,12,14,1504,89997,1249.692861,1.91560247,1717,51,841.2312287
107454,664,2313.75872,49,1,29,10,1576,90386,2631.425539,1.881115103,1452,88,1768.006976
56959,579,1314.59953,20,1,37,9,1415,103366,1440.429189,2.235283747,2308,103,984.679624
92715,631,1252.854408,78,1,26,6,1481,88921,1393.788909,1.898604055,1929,59,927.2835262
79379,542,1436.573611,70,2,16,9,1473,100320,1098.174762,1.833402884,1362,91,1098.258889
72674,644,1243.114427,71,3,32,7,1429,100730,1532.091124,2.065964833,2460,94,936.4915416
59559,480,1622.921695,64,3,32,11,1467,93852,1431.562493,2.438533266,2305,75,1204.337356
82252,525,1059.717017,66,3,27,11,1470,103429,1014.076108,1.924859048,1973,76,793.7736137
76104,536,1865.209393,64,2,26,12,1479,102053,1789.130054,2.086312212,1789,88,1417.167515
50551,455,1063.488053,37,4,25,14,1514,91123,1279.777898,2.148590428,1601,74,760.7904426
115669,612,1912.727673,68,4,34,13,1436,100533,2145.88883,2.500776114,2010,78,1466.182138
56607,493,1378.7044,52,1,11,5,1596,97019,1461.568979,2.181090689,1347,131,1028.96352
126639,691,2326.588949,34,1,14,8,1454,95044,1884.504895,2.20956433,2174,71,1786.271159
92973,527,1449.700008,43,2,39,10,1566,86645,1321.713206,2.003699805,2378,139,1082.760007
79858,616,1640.060551,55,2,30,11,1584,94621,1633.31297,2.33483438,1328,109,1240.048441
89367,598,1677.811524,79,4,22,9,1576,88441,1354.749879,1.820529916,1318,139,1272.249219
128908,419,1287.558116,53,3,38,10,1496,85919,1333.46452,2.57155192,2493,101,959.0464927
149364,454,1497.148202,45,3,20,5,1590,92382,1283.311203,2.198496227,1615,134,1129.718562
109851,645,1311.691221,70,2,33,9,1498,90426,1524.506092,1.849450602,2034,70,950.3529769
106536,650,1236.153219,59,2,10,6,1511,103496,1439.462554,2.247336357,2233,57,929.9225756
129584,459,720.0330206,41,2,36,6,1517,98710,755.6551527,2.211185734,2446,115,485.0264165
145959,562,1258.969024,35,1,32,5,1561,85411,1170.527483,1.992561992,2041,147,922.1752194
68570,601,1918.614397,59,3,12,14,1456,92419,1481.702883,1.96704769,1377,125,1454.891518
134585,626,1026.461501,61,2,27,13,1496,104683,1092.66238,2.016612666,2400,67,741.1692005
85938,528,1360.677201,35,2,30,8,1461,87858,1554.292095,1.903785608,1743,130,1004.541761
126455,444,1282.972309,24,1,13,8,1438,94412,1469.2593,2.225137921,1776,64,966.3778472
147216,596,1891.528815,70,2,38,13,1473,95482,1876.840599,2.503148779,2249,52,1447.223052
101798,565,1506.776264,25,3,18,9,1466,87750,1235.876021,2.538502072,2420,134,1123.421011
109718,646,1209.725453,61,1,20,8,1589,91314,946.4976423,2.56238965,1941,132,896.7803625
104969,625,2143.170323,43,2,26,11,1428,102137,1667.097291,2.280299356,2288,108,1622.536258
131839,679,1147.036751,49,3,20,9,1430,102870,1003.357559,2.297239245,1595,104,842.6294009
133084,659,2002.041488,56,3,12,12,1459,97545,1643.160139,2.048413404,2137,81,1516.633191
132537,596,997.1785948,51,1,28,7,1438,97438,832.0792647,2.508276457,1382,60,700.7428759
95820,506,904.140137,72,3,29,12,1400,98195,994.0988306,2.190516432,1463,131,672.3121096
148235,668,2202.016033,38,1,32,10,1455,98741,1849.150933,2.023446902,1226,102,1680.612827
144256,631,1896.880219,70,3,30,13,1500,94632,2079.298522,2.572534288,2474,78,1465.504175
83218,500,1115.508271,64,2,20,10,1585,88371,1032.742865,2.364302517,1707,116,805.406617
59990,559,1552.593831,47,1,35,8,1490,99572,1765.903567,2.171721158,1902,53,1143.075065
62778,494,1192.760255,66,3,23,6,1548,92458,989.4270046,1.854909467,1327,141,882.208204
90140,606,989.6437662,27,1,15,7,1581,99754,753.7947035,1.912129291,2027,58,692.715013
137448,634,1865.389818,62,3,28,11,1598,98763,1482.257036,1.957181354,1618,106,1442.311854
101606,553,1673.66083,20,1,30,14,1570,100097,2063.74754,2.522272606,2023,87,1284.928664
142334,499,1629.076703,23,2,38,9,1581,103590,1659.988517,2.577271032,2452,56,1210.261363
119344,637,1644.27198,76,1,24,11,1529,101283,1732.265834,2.013582996,2092,114,1229.417584
125012,506,1440.215606,41,1,37,11,1541,95122,1776.510118,2.198652012,1743,84,1102.172485
109871,529,1256.957343,41,2,20,10,1505,99367,1430.421199,2.433508251,2302,96,938.5658741
132142,698,1492.197326,49,3,27,6,1530,103753,1203.197768,2.107710017,1988,83,1139.757861
78940,442,1026.942796,77,4,13,9,1541,92165,986.7752668,2.193901825,2279,112,754.5542366
138873,462,1535.459178,46,2,37,14,1404,92346,1782.202089,2.510098816,2060,58,1144.367342
138956,472,862.9776931,46,1,28,10,1480,88770,934.1705799,1.966008843,2277,139,609.3821545
79590,585,1168.244787,32,2,12,12,1566,95444,1002.204498,2.595081971,1401,121,859.5958293
101517,516,1399.588897,58,2,21,5,1528,95354,1613.521335,2.165044942,1422,68,1037.671117
144592,404,699.9553078,46,1,13,14,1519,100101,720.54618,2.006642364,2352,75,468.9642463
117145,475,1559.771286,58,1,33,11,1442,86091,1784.625965,2.513995138,1529,95,1174.817029
79297,690,1100.186193,57,4,21,9,1491,98534,1169.753744,1.861203214,2080,105,804.1489545
77866,482,1451.121051,76,2,33,11,1586,98290,1424.183781,2.313855377,2095,59,1092.896841
83991,459,1031.582347,27,1,10,7,1477,98621,1149.446389,1.849351367,1327,92,758.2658778
51907,506,810.7795605,31,3,37,8,1414,85843,959.0090574,2.556954086,2364,79,584.6236484
130514,516,1643.901586,43,3,25,6,1445,102261,1615.597946,2.311775533,1669,89,1239.121269
75938,481,1337.622746,37,3,30,10,1406,91100,1023.139432,2.118376487,1781,149,1010.098197
126479,540,819.5674059,74,3,39,9,1569,91512,857.7694404,2.139522436,1360,104,582.6539247
55810,621,1263.775798,34,2,11,5,1514,86561,1004.914407,1.932109257,1714,107,959.0206382
105600,469,1033.71878,79,2,35,5,1406,94303,943.0223652,2.088006491,2081,80,738.975024
108612,411,881.6592384,35,4,31,12,1574,103538,903.60458,2.523039179,1723,121,649.3273907
87705,696,1737.692104,52,2,12,12,1487,98623,1603.257839,2.444299966,2250,96,1329.153684
137668,504,1287.017382,29,1,37,10,1489,101587,1146.044808,2.329185705,1568,126,947.6139052
67615,606,1389.86587,66,4,25,13,1418,95831,1056.375437,2.574225742,2236,86,1040.892696
125475,464,1003.882874,43,2,35,5,1452,85863,888.0700095,2.258749341,1322,143,719.1062995
145490,462,1159.074219,64,2,19,14,1489,98980,1092.310601,1.941022504,1914,106,864.2593755
116273,577,904.2921769,38,1,38,12,1415,100328,809.4562124,2.370892122,2477,128,648.4337416
136356,407,1135.694233,46,1,38,6,1461,97824,1208.616422,2.273531982,1914,106,840.5553861
98703,558,1513.276489,64,1,18,12,1593,98255,1638.735239,2.149237656,1875,148,1140.621191
109125,410,843.9602358,60,3,23,7,1464,93725,962.0739052,1.917585348,2409,52,585.1681886
99681,672,1249.268761,50,2,34,10,1511,93931,1053.074242,2.342127221,1519,78,905.4150086
127857,494,813.109153,40,2,17,11,1578,100563,861.4594871,2.15525267,1833,137,570.4873224
82567,554,1481.776876,35,2,11,7,1435,99201,1429.958833,2.262906745,1843,94,1131.421501
54418,605,1595.86933,42,4,20,6,1562,103696,1454.541628,2.052321832,1729,136,1192.695464
92164,514,1319.250997,33,4,11,5,1423,100413,1307.888731,1.924582059,2241,122,989.4007973
51986,486,1687.020957,42,4,36,9,1468,93565,1671.242671,2.087926027,2229,51,1268.616765
148650,596,1527.60058,60,4,24,5,1518,97140,1634.051771,2.481683862,2410,64,1169.080464
88593,497,1462.959986,37,4,27,5,1556,104042,1506.277042,1.927652746,1242,145,1111.367988
83983,418,721.3996753,55,1,14,9,1528,102884,768.7503425,2.17698664,2473,67,498.1197402
137718,415,870.645755,31,4,37,7,1584,101903,1079.81593,2.038086755,2420,78,610.516604
81989,444,910.5965941,75,2,35,14,1522,101746,1051.950835,2.56986579,2207,89,670.4772752
148548,554,1469.18086,56,3,34,7,1536,86476,1316.428807,1.867738827,2426,52,1100.344688
96887,630,1361.824668,30,2,16,11,1499,97911,1384.62608,1.996279182,1976,146,1018.459734
73442,556,1546.865867,24,2,32,7,1414,87012,1337.544756,2.159645393,1388,107,1167.492693
61243,512,1474.651893,70,1,28,6,1473,88324,1488.578467,1.997822488,2046,120,1082.721514
50132,443,694.3491957,40,3,28,7,1543,95144,767.9788045,2.365274198,1672,143,483.4793566
65556,509,1414.773351,51,2,35,8,1575,90855,1107.605421,2.096708104,1472,140,1070.818681
114397,510,884.1231095,48,1,25,13,1435,98961,723.8423543,2.424621546,1889,87,627.2984876
133290,622,1511.628316,26,3,28,6,1452,98161,1139.246714,2.241018758,2148,78,1143.302652
109440,664,1960.893686,55,3,26,10,1478,85530,1841.933772,2.141459211,2313,80,1479.714949
83855,670,1947.482295,59,1,22,9,1530,98516,2207.77818,2.091900896,1469,114,1463.985836
59839,611,1282.88315,46,4,37,10,1546,104086,1250.500518,1.977614937,1750,92,956.30652
109064,657,1343.388728,25,1,17,9,1440,86631,1390.933237,2.002046714,2343,76,978.710982
135922,646,1537.772648,57,1,37,10,1436,85846,1606.872972,1.941103763,1766,76,1140.218119
93220,454,852.3097114,73,4,20,8,1586,98909,677.3904214,2.4813962,2463,142,599.8477691
129364,471,1624.66647,23,1,27,12,1594,103003,1360.217204,2.238626957,2488,118,1235.733176
91078,695,1521.934729,65,1,20,13,1535,101176,1837.899204,2.186300143,2414,52,1136.547783
138742,612,2047.743767,54,1,32,14,1487,103254,2005.46914,2.057800832,1874,78,1554.195014
116430,694,2301.671769,29,2,18,11,1413,87246,2208.008231,2.213495141,2058,62,1777.337415
51265,570,1270.927846,73,1,23,5,1588,94654,1430.420708,2.506043315,1663,146,938.7422767
72807,645,1295.269176,57,1,11,9,1434,87197,1000.720558,2.484878907,2027,109,976.2153405
146679,540,1642.502485,69,3,38,11,1543,102747,1922.369592,2.279272838,1997,133,1236.001988
99514,503,985.2541146,49,3,26,9,1470,97923,1069.215164,2.223965635,2313,116,698.2032917
106316,504,1281.416361,61,3,30,9,1562,88602,1053.916241,1.980625535,1558,119,954.1330889
125501,639,1099.961021,28,1,25,9,1407,94050,860.6778524,2.354342509,1579,130,804.9688164
114817,679,1542.595866,35,4,35,9,1587,93969,1159.174801,2.482654294,1366,96,1167.076693
145948,421,697.3064457,71,1,14,9,1411,93241,625.5371547,2.044553046,1891,117,483.8451566
82229,477,985.9013714,23,2,10,5,1576,98224,899.5364398,2.148432624,1815,146,718.7210971
82748,594,1681.368961,45,2,18,10,1509,99734,1409.665743,1.885368303,1769,82,1272.095169
91273,420,1462.698012,48,2,12,10,1479,85375,1306.986643,2.48655804,2427,55,1071.158409
104784,559,1123.374893,47,2,23,12,1514,101406,1158.220744,1.878166764,1325,113,821.6999143
68090,631,1543.831469,30,1,27,9,1467,87672,1244.991475,2.363469932,1544,127,1183.065175
143577,443,1061.468858,47,3,21,6,1562,97570,902.8530701,1.949583747,1868,120,787.1750861
63374,696,1300.341859,63,1,32,11,1444,86029,1340.646219,2.386918951,1966,119,953.2734871
96116,579,1574.959944,51,1,23,5,1440,89375,1735.978313,2.314143031,1739,100,1204.967955
130911,500,1474.704947,43,1,37,9,1460,101776,1792.703503,2.352316353,1410,116,1119.763957
109133,514,922.341629,70,1,25,9,1475,99281,927.2088524,2.30863834,2200,71,665.8733032
117929,612,1844.720477,61,4,14,7,1542,88517,1487.973884,2.117336499,1465,121,1417.776381
127338,417,1209.434804,58,3,29,6,1498,101194,1264.783513,2.296154567,2490,73,869.5478434
107278,426,807.1361345,26,3,29,8,1466,92501,1007.048962,1.987722991,2169,126,579.7089076
86462,684,1913.760351,37,2,24,11,1586,93675,2280.307197,2.019149807,1453,126,1473.008281
109624,548,1253.464161,22,1,18,14,1401,96049,1429.051077,1.852106572,2411,114,934.7713285
100141,684,1957.796445,63,2,34,7,1521,89923,2187.442119,2.290262124,1229,102,1482.237156
130447,536,1335.815826,65,3,26,10,1533,101311,1506.503408,2.47263599,2166,90,987.6526605
135600,588,938.6099061,39,3,21,11,1584,85086,746.5274363,2.102759986,1987,149,673.8879249
60655,589,1810.547112,53,2,22,6,1415,86643,1828.814695,1.966942618,1898,81,1371.43769
91864,598,1561.49751,49,3,19,7,1422,93910,1709.511776,2.459143695,1229,118,1154.198008
56410,501,1477.744212,28,3,16,13,1494,87229,1162.0406,2.315301144,1360,120,1118.19537
110388,490,858.5503394,29,4,36,5,1513,87469,1036.595529,2.514823725,1546,94,618.8402715
135917,623,1833.205501,78,1,33,12,1440,99994,1491.942979,1.804994923,2445,81,1384.564401
83678,404,940.2422803,25,1,30,5,1557,91596,746.6444133,2.120925163,2411,77,680.1938243
72970,414,1282.793112,36,3,16,7,1594,87248,1041.270866,2.520766453,2164,146,949.23449
109951,404,1090.126027,34,3,17,10,1518,101966,1048.284656,2.340306346,2429,63,819.1008218
141857,629,1389.966874,52,4,33,12,1521,89119,1419.973314,2.175092921,1673,62,1015.973499
68507,513,976.666793,75,2,24,11,1454,85872,778.7642986,2.131639055,1708,142,685.3334344
111686,403,1262.13488,78,4,34,7,1531,87383,1442.610438,2.516128382,1256,99,929.7079039
68235,583,1527.684646,73,4,30,10,1509,88721,1298.654872,2.46543608,2290,89,1138.147717
97683,612,2126.660921,32,2,27,5,1499,99222,2190.954576,1.809849428,1227,50,1647.328737
128399,646,1451.547362,61,3,31,12,1427,98887,1445.104668,1.896872046,1853,96,1079.23789
117151,433,1243.332846,63,1,10,13,1577,97428,1495.502865,2.209852253,1431,140,897.6662767
126118,695,1908.221012,74,4,19,13,1427,99323,2283.476003,1.891708963,2330,79,1445.576809
142874,595,1651.222234,41,4,31,8,1522,91897,1435.25236,2.019811235,2360,83,1223.977787
59397,526,1564.302923,35,1,28,8,1580,96510,1594.357165,2.467926967,1858,95,1154.442338
79655,541,962.0151589,53,4,38,11,1594,86094,1195.496304,2.108911414,2094,50,705.6121272
115446,535,1390.619127,22,2,12,11,1425,89487,1273.700911,2.160731657,1890,83,1026.495302
93639,527,1327.122673,27,1,16,10,1566,99314,1044.226085,1.939352809,1275,108,978.6981381
68830,573,1252.039138,39,1,13,11,1412,103679,1388.531716,2.281851225,1654,56,912.6313106
58014,617,1463.709429,66,2,14,5,1470,94320,1466.046838,1.89624812,1544,114,1074.967543
111731,513,1301.801191,43,2,15,13,1453,100269,1587.958505,2.304177113,1789,91,983.4409525
93061,411,880.2981429,70,1,37,10,1412,103689,913.3972672,2.397388672,1914,131,614.2385143
118752,643,1341.502258,37,2,19,12,1519,86654,1349.213503,2.498887129,1658,148,989.2018064
71859,451,1342.421862,42,4,21,9,1458,96267,1620.87162,2.265958309,2102,68,977.9374899
135589,585,955.794227,20,3,23,11,1403,97626,898.6298475,2.065563562,1773,62,691.6353816
126758,632,1343.585331,78,4,31,7,1479,96961,1409.049071,2.481341391,1342,72,1007.868265
68908,401,1125.776339,70,2,11,14,1584,91769,1320.370008,2.277299419,1778,115,834.6210714
78693,400,767.0183747,21,4,12,5,1459,92873,804.4438007,2.086510082,2020,52,563.6146997
139418,638,1687.219883,24,3,10,11,1446,87102,1516.638446,2.058031478,2136,135,1289.775906
63603,454,955.3650406,37,3,12,9,1476,88852,983.2245215,2.056491327,2368,85,682.2920325
143419,619,1972.506976,35,3,33,5,1404,104288,1905.467103,1.845074757,1568,98,1523.005581
128876,503,1106.589268,29,2,24,13,1435,86453,1374.778756,1.881067501,2166,121,807.2714145
93702,676,1324.306391,72,2,25,13,1418,103818,1026.961591,1.871765742,1914,136,966.4451132
68345,409,1047.12489,48,2,29,10,1429,94372,1187.423088,2.049750375,1452,121,768.6999117
72687,503,890.9744761,54,3,11,13,1510,85786,678.9293678,2.17918135,2159,106,645.7795809
79581,597,1847.695857,44,2,29,11,1440,97564,1943.697149,1.918064007,1821,138,1415.156686
87393,413,1181.203336,61,1,25,12,1575,88219,1140.414369,2.462361015,2371,148,850.9626684
143733,567,1724.257098,76,4,39,6,1427,100195,2078.112419,1.852493111,2350,113,1287.405678
58292,429,985.7374954,43,4,24,6,1430,92258,1005.127164,2.556249329,2096,60,719.5899963
53448,413,1309.21282,32,1,16,8,1584,91699,1523.487426,1.859547228,1551,90,980.3702559
69628,637,1584.280319,40,2,34,5,1570,86773,1720.640544,2.515732961,1320,55,1191.424255
64678,461,778.8125102,61,4,14,12,1592,103426,758.1969622,2.008566578,1573,94,556.0500082
88815,509,991.5617755,62,3,38,9,1536,96764,911.1021521,2.58939741,1540,130,727.2494204
76477,559,1633.457032,58,4,14,11,1411,99506,1320.68006,2.217062261,1230,149,1232.765626
103826,454,1494.951447,53,4,37,6,1539,100959,1131.31875,1.814646146,1984,106,1141.961158
116750,648,1095.360528,38,4,30,9,1441,86625,822.2850717,2.026135224,1403,131,821.2884222
139526,655,2114.621376,47,2,35,13,1580,86471,1824.817739,2.552130722,1611,82,1602.697101
70010,421,1304.316796,46,1,18,13,1489,102730,1344.047328,2.039732655,1760,110,958.4534369
115146,502,1110.987304,69,4,32,6,1584,94306,1375.121505,2.087686615,1801,67,806.7898434
108133,663,1908.481043,45,3,23,6,1415,85013,2104.318871,1.835318566,2451,56,1462.784834
90643,635,1189.928207,30,4,28,9,1498,86826,934.4998967,2.002605125,2022,78,863.9425653
147100,632,1976.129131,68,2,39,7,1577,89152,2119.603159,2.007456123,2103,118,1515.903305
96687,567,1595.922451,54,2,27,5,1531,87561,1584.348536,2.372779062,2255,65,1189.737961
97993,632,1502.680336,39,3,18,5,1514,96841,1605.00042,2.204614623,1890,144,1114.144269
75078,404,1304.529991,31,4,12,9,1412,95584,1384.883752,1.928806145,1545,118,970.6239928
115708,444,789.6402372,76,4,38,7,1459,86902,649.0625474,2.436479514,2420,123,561.7121897
67270,445,1420.249213,47,3,20,13,1427,96350,1718.11784,2.289215,1946,78,1049.19937
143644,563,871.3960937,21,1,33,7,1508,93596,895.1597375,2.014767444,1493,78,635.116875
131580,568,1707.635659,76,2,24,7,1539,92916,1879.049238,1.979026915,1973,65,1288.108527
56263,563,1490.10795,20,1,37,7,1551,102242,1405.975534,2.539926454,1321,53,1109.08636
70752,655,1895.207488,28,1,13,5,1491,99387,1537.289478,2.309645018,1574,114,1462.16599
61621,465,1080.980409,41,4,30,7,1528,95189,1184.176044,2.445933396,2165,121,812.7843271
92369,659,2127.833404,75,3,33,9,1561,101592,2598.604571,1.980413947,1215,141,1632.266723
122592,487,1035.50715,70,2,14,12,1530,99197,1077.51379,2.270988832,1637,50,770.4057196
110267,639,1309.892854,59,1,35,11,1421,103574,1112.52273,1.842791669,1548,141,995.9142836
136873,458,963.4035915,46,1,27,8,1484,93109,1022.77446,2.275776282,1409,52,677.7228732
64245,569,1734.726053,28,4,31,8,1426,86822,1673.084099,1.962866061,1359,113,1308.780843
82676,657,1636.313335,26,4,32,8,1548,92741,1553.710795,2.335274236,2275,115,1257.050668
115796,445,1145.50594,55,4,21,12,1540,85545,1382.342024,2.545573122,2304,138,818.404752
102504,401,1268.487646,73,3,10,12,1443,86127,1418.855329,2.166967794,2079,106,918.7901165
51352,528,1672.034023,67,2,35,6,1479,98355,1679.368853,2.044317062,1580,124,1239.627219
55243,668,1218.082108,57,2,34,11,1509,101630,1167.837078,1.898613764,2060,67,886.4656862
95333,677,1759.885429,69,4,31,9,1423,91444,1533.676541,2.33647338,1586,88,1317.908343
109484,416,728.8471478,21,1,29,6,1573,85619,671.8016587,2.267342213,2267,133,484.0777182
134926,586,1896.915368,62,4,11,7,1416,86958,1935.438488,2.235656557,1992,130,1434.532295
143730,515,1634.615873,24,4,18,11,1404,91681,1265.472313,2.548772852,1861,56,1241.692699
99974,658,2104.743097,36,3,31,10,1437,94421,1954.79903,2.582524254,2393,104,1620.794478
146383,648,1885.496616,56,4,34,10,1458,93548,1879.922223,2.373587033,1274,66,1410.397293
134740,597,1452.951503,77,2,27,11,1554,87378,1531.625113,1.956791512,2231,117,1102.361203
115702,626,1445.710975,54,4,14,10,1581,104735,1621.437664,2.557410735,2395,85,1106.56878
71310,576,1319.298698,70,2,31,6,1504,85884,998.598064,2.075941329,2205,143,1005.438958
67439,642,1048.017221,27,1,23,12,1495,94950,940.4926077,1.863323947,1836,50,774.4137765
51254,434,1474.619409,62,2,20,11,1489,98031,1298.3707,1.992867831,1925,84,1128.695527
54286,534,1281.894401,22,2,30,10,1470,94649,1295.533471,2.464301151,1994,125,964.5155211
123545,409,1374.333988,22,4,31,9,1499,91343,1350.979248,1.963011846,1846,66,1005.46719
119543,582,1896.455776,20,2,12,10,1454,101934,1498.105935,2.116053916,2091,129,1426.16462
64992,601,1897.489686,43,2,18,7,1470,93391,2145.445546,2.018804855,2058,77,1466.991749
112052,418,1118.826228,64,1,11,6,1570,102827,1223.588125,1.838254071,1694,81,823.0609822
59723,422,718.7131677,49,2,23,13,1490,100071,834.1184565,2.2493753,1384,104,491.9705342
143640,494,1061.024512,61,2,37,5,1565,93468,854.6736841,2.303005614,1928,84,782.8196097
115183,463,1253.42083,45,4,11,6,1511,99102,1257.326709,2.432917781,2390,68,912.7366638
64590,619,945.1582908,57,3,30,14,1487,101437,994.1751818,2.131728409,1476,142,693.1266327
131174,495,784.7046045,62,4,36,14,1460,85163,607.7300291,1.913064386,2313,142,567.7636836
